"vernacularName";"scientificName";"individualCount";"longitudeDecimal";"latitudeDecimal";"eventDate";"year"
"Ruddy Darter";"Sympetrum sanguineum";1;19.688008333333;53.697136111111;2013-08-09;2013
"Common Bluet";"Enallagma cyathigerum";1;19.687097222222;53.697394444444;2013-08-09;2013
"Downy Emerald";"Cordulia aenea";1;19.687044444444;53.697569444444;2013-08-09;2013
"Common Bluet";"Enallagma cyathigerum";1;19.687013888889;53.697686111111;2013-08-09;2013
"Common Spreadwing";"Lestes sponsa";1;19.68625;53.697491666667;2013-08-09;2013
"Four-spotted Chaser";"Libellula quadrimaculata";1;19.686977777778;53.697625;2013-08-09;2013
"Great Cormorant";"Phalacrocorax carbo";12;17.05556111;54.66718611;2013-08-16;2013
"European Herring Gull";"Larus argentatus";1;17.033844444444;54.658594444444;2013-08-13;2013
"Black-headed Gull";"Chroicocephalus ridibundus";25;17.03553056;54.65963333;2013-08-13;2013
"Black-headed Gull";"Chroicocephalus ridibundus";2;17.03816667;54.66179722;2013-08-13;2013
"Black-headed Gull";"Chroicocephalus ridibundus";1;17.038052777778;54.662025;2013-08-13;2013
"European Herring Gull";"Larus argentatus";1;17.03813611;54.662;2013-08-13;2013
"Great Cormorant";"Phalacrocorax carbo";1;17.04948333;54.66894444;2013-08-13;2013
"Black-headed Gull";"Chroicocephalus ridibundus";1;17.04433611;54.66634722;2013-08-13;2013
"Marram";"Calamagrostis arenaria";1;17.032936111111;54.657319444444;2013-08-13;2013
"Lyme-grass";"Leymus arenarius";1;17.044686111111;54.666666666667;2013-08-13;2013
"Ruddy Darter";"Sympetrum sanguineum";1;17.147169113889;54.692985527778;2013-08-12;2013
"Hawkweed";"Hieracium spec.";1;17.095236111111;54.681302777778;2013-08-12;2013
"Field Wormwood";"Artemisia campestris";1;17.05;54.65;2013-08-12;2013
"Sheep's-bit";"Jasione montana";1;17.095283333333;54.681952777778;2013-08-12;2013
"";"Polypodium spec.";1;17.094827777778;54.681672222222;2013-08-12;2013
"Strawflower";"Helichrysum arenarium";1;17.05;54.65;2013-08-12;2013
"Crowberry";"Empetrum nigrum";1;17.149358333333;54.692633333333;2013-08-12;2013
"Cowberry";"Vaccinium vitis-idaea";1;17.153488888889;54.691355555556;2013-08-12;2013
"Cross-leaved Heath";"Erica tetralix";1;17.161363888889;54.689702777778;2013-08-12;2013
"Bog Bilberry";"Vaccinium uliginosum";1;17.163433333333;54.689194444444;2013-08-12;2013
"Cowberry";"Vaccinium vitis-idaea";1;17.163283333333;54.689227777778;2013-08-12;2013
"Bog Arum";"Calla palustris";1;17.161916666667;54.687138888889;2013-08-12;2013
"Marsh Pennywort";"Hydrocotyle vulgaris";1;17.16171389;54.68727222;2013-08-12;2013
"Cowbane";"Cicuta virosa";1;17.161713888889;54.687272222222;2013-08-12;2013
"Frogbit";"Hydrocharis morsus-ranae";1;17.161652777778;54.687219444444;2013-08-12;2013
"Cowberry";"Vaccinium vitis-idaea";1;17.1596;54.684511111111;2013-08-12;2013
"Frogbit";"Hydrocharis morsus-ranae";1;17.161488888889;54.686986111111;2013-08-12;2013
"European Grass Snake";"Natrix natrix";1;17.15;54.65;2013-08-12;2013
"Common Reed";"Phragmites australis";1;17.083636111111;54.669913888889;2013-08-12;2013
"Sheep's-bit";"Jasione montana";1;17.083658333333;54.670333333333;2013-08-12;2013
"Common Reed";"Phragmites australis";1;17.358333333333;54.683908333333;2013-08-11;2013
"Common Frog";"Rana temporaria";1;17.335616666667;54.681286111111;2013-08-11;2013
"Sea Rocket";"Cakile maritima";1;17.084625;54.679205555556;2013-08-10;2013
"Green Frog spec.";"Pelophylax spec.";1;19.687494444444;53.697536111111;2013-08-09;2013
"Green Frog spec.";"Pelophylax spec.";1;19.687061111111;53.697561111111;2013-08-09;2013
"Green Frog spec.";"Pelophylax spec.";1;19.687061111111;53.697561111111;2013-08-09;2013
"Green Frog spec.";"Pelophylax spec.";1;19.687263888889;53.697741666667;2013-08-09;2013
"Eurasian Marsh Frog";"Pelophylax ridibundus";1;19.687491666667;53.697580555556;2013-08-09;2013
"Eurasian Marsh Frog";"Pelophylax ridibundus";1;19.687033333333;53.697747222222;2013-08-09;2013
"Eurasian Marsh Frog";"Pelophylax ridibundus";1;19.687063888889;53.69765;2013-08-09;2013
"Green Frog spec.";"Pelophylax spec.";1;19.686633333333;53.697613888889;2013-08-09;2013
"Green Frog spec.";"Pelophylax spec.";1;19.686752777778;53.697386111111;2013-08-09;2013
"Green Frog spec.";"Pelophylax spec.";1;19.686491666667;53.697266666667;2013-08-09;2013
"Green Frog spec.";"Pelophylax spec.";1;19.686072222222;53.697627777778;2013-08-09;2013
"Pool Frog";"Pelophylax lessonae";1;19.685763888889;53.697569444444;2013-08-09;2013
"Pool Frog";"Pelophylax lessonae";1;19.685997222222;53.697722222222;2013-08-09;2013
"Nodding Bur-marigold";"Bidens cernua";1;19.686583333333;53.6976;2013-08-09;2013
"Nodding Bur-marigold";"Bidens cernua";1;19.687486111111;53.696958333333;2013-08-09;2013
"European Grass Snake";"Natrix natrix";1;19.65;53.65;2013-08-09;2013
"Shining Pondweed";"Potamogeton lucens";1;19.686847222222;53.697672222222;2013-08-09;2013
"European Grass Snake";"Natrix natrix";1;19.65;53.65;2013-08-09;2013
"Large Copper";"Lycaena dispar";1;19.65;53.65;2013-08-09;2013
"Queen of Spain Fritillary";"Issoria lathonia";1;19.681875;53.698236111111;2013-08-09;2013
"Heather";"Calluna vulgaris";1;19.679736111111;53.699977777778;2013-08-09;2013
"Blue Featherleg";"Platycnemis pennipes";1;19.545361111111;53.710408333333;2013-08-05;2013
"Variable Bluet";"Coenagrion pulchellum";1;19.543927777778;53.711194444444;2013-08-05;2013
"Variable Bluet";"Coenagrion pulchellum";1;19.543966666667;53.710983333333;2013-08-05;2013
"Variable Bluet";"Coenagrion pulchellum";1;19.541594444444;53.711794444444;2013-08-05;2013
"Brown Hawker";"Aeshna grandis";1;19.543727777778;53.711405555556;2013-08-05;2013
"Brown Hawker";"Aeshna grandis";1;19.544077777778;53.711283333333;2013-08-05;2013
"Common Bluet";"Enallagma cyathigerum";1;19.557725;53.702291666667;2013-08-05;2013
"Peacock";"Aglais io";1;19.556919444444;53.702652777778;2013-08-05;2013
"Common Bluet";"Enallagma cyathigerum";1;19.553086111111;53.704975;2013-08-05;2013
"Common Lizard";"Zootoca vivipara";1;19.553086111111;53.704975;2013-08-05;2013
"Peacock";"Aglais io";1;19.5490551;53.706130972222;2013-08-05;2013
"Slow Worm";"Anguis fragilis";1;19.553086111111;53.704975;2013-08-05;2013
"Common Bluetail";"Ischnura elegans";1;19.542213888889;53.712197222222;2013-08-05;2013
"Variable Bluet";"Coenagrion pulchellum";1;19.542583333333;53.711861111111;2013-08-05;2013
"Black-tailed Skimmer";"Orthetrum cancellatum";1;19.543033333333;53.711869444444;2013-08-05;2013
"Blue Featherleg";"Platycnemis pennipes";1;19.543377777778;53.711627777778;2013-08-05;2013
"Green Frog spec.";"Pelophylax spec.";1;19.541908333333;53.711802777778;2013-08-05;2013
"European Grass Snake";"Natrix natrix";1;19.5;53.7;2013-08-05;2013
"Rough-legged Buzzard";"Buteo lagopus";1;23.81798744;52.87941119;2017-02-10;2017
"Great Pond Snail";"Lymnaea stagnalis";1;19.543936111111;53.711369444444;2013-08-05;2013
"Brown Knapweed";"Centaurea jacea";10000;22.43788373;49.16926059;2016-07-10;2016
"Brown Hawker";"Aeshna grandis";1;19.542227777778;53.711616666667;2013-08-05;2013
"Moor Frog";"Rana arvalis";1;19.55;53.65;2013-08-05;2013
"Western Jackdaw";"Coloeus monedula";1;21.00803375;52.22946618;2017-02-11;2017
"Hooded Crow";"Corvus cornix";1;21.00796938;52.22945895;2017-02-11;2017
"Eurasian Tree Sparrow";"Passer montanus";1;23.84465218;52.70307397;2017-02-10;2017
"White-headed Long-tailed Tit";"Aegithalos caudatus caudatus";10;23.84669781;52.70382311;2017-02-10;2017
"Wolf";"Canis lupus";2;23.8;52.85;2017-02-10;2017
"Lesser Spotted Woodpecker";"Dryobates minor";1;23.80328178;52.70024049;2017-02-09;2017
"White-backed Woodpecker";"Dendrocopos leucotos";1;23.80328178;52.70024049;2017-02-09;2017
"Eurasian Pygmy Owl";"Glaucidium passerinum";1;23.8;52.7;2017-02-09;2017
"Hawfinch";"Coccothraustes coccothraustes";1;23.82386684;52.70026043;2017-02-09;2017
"Rook";"Corvus frugilegus";1;23.58864784;52.7458079;2017-02-08;2017
"Fieldfare";"Turdus pilaris";1;23.58864784;52.7458079;2017-02-08;2017
"Eurasian Bullfinch";"Pyrrhula pyrrhula";10;23.84484529;52.70035231;2017-02-07;2017
"White-tailed Eagle";"Haliaeetus albicilla";1;23.82651329;52.78551629;2017-02-06;2017
"Coal Tit";"Periparus ater";1;23.72829437;52.75045268;2017-02-05;2017
"Eurasian Three-toed Woodpecker";"Picoides tridactylus";1;23.76517296;52.74659159;2017-02-05;2017
"Eurasian Nuthatch";"Sitta europaea";1;23.76644611;52.73977172;2017-02-05;2017
"Eurasian Blue Tit";"Cyanistes caeruleus";1;23.76629233;52.73985161;2017-02-05;2017
"European Grass Snake";"Natrix natrix";1;19.7;53.7;2013-08-04;2013
"Hop";"Humulus lupulus";1;19.720066666667;53.749027777778;2013-08-04;2013
"Common Bluet";"Enallagma cyathigerum";1;19.719736111111;53.750194444444;2013-08-04;2013
"Common Bluet";"Enallagma cyathigerum";1;19.719730555556;53.750363888889;2013-08-04;2013
"Common Toadflax";"Linaria vulgaris";1;19.720266666667;53.750794444444;2013-08-04;2013
"Map Butterfly";"Araschnia levana";1;19.719388888889;53.749927777778;2013-08-04;2013
"Hop";"Humulus lupulus";1;19.719575;53.750044444444;2013-08-04;2013
"Peacock";"Aglais io";1;19.720286111111;53.751094444444;2013-08-04;2013
"Cabbage Thistle";"Cirsium oleraceum";1;19.7204;53.751202777778;2013-08-04;2013
"Welted Thistle";"Carduus crispus";1;19.720444444444;53.751233333333;2013-08-04;2013
"Large-flowered Hemp-nettle";"Galeopsis speciosa";1;19.720363888889;53.751386111111;2013-08-04;2013
"Woolly Burdock";"Arctium tomentosum";1;19.720586111111;53.751336111111;2013-08-04;2013
"Cabbage Thistle";"Cirsium oleraceum";1;19.720675;53.751427777778;2013-08-04;2013
"Purple Loosestrife";"Lythrum salicaria";1;19.720794444444;53.751661111111;2013-08-04;2013
"Common Valerian";"Valeriana officinalis";1;19.722675;53.752111111111;2013-08-04;2013
"Water Violet";"Hottonia palustris";1;19.723358333333;53.751905555556;2013-08-04;2013
"Sneezewort";"Achillea ptarmica";1;19.72335;53.751886111111;2013-08-04;2013
"Large-flowered Hemp-nettle";"Galeopsis speciosa";1;19.719513888889;53.749875;2013-08-04;2013
"Ruddy Darter";"Sympetrum sanguineum";1;19.711683333333;53.742044444444;2013-08-04;2013
"Ruddy Darter";"Sympetrum sanguineum";1;19.711533333333;53.741994444444;2013-08-04;2013
"Common Bluet";"Enallagma cyathigerum";1;19.711802777778;53.742188888889;2013-08-04;2013
"Green Frog spec.";"Pelophylax spec.";1;19.711525;53.742186111111;2013-08-04;2013
"Blue Featherleg";"Platycnemis pennipes";1;19.711519444444;53.742086111111;2013-08-04;2013
"Common Bluetail";"Ischnura elegans";1;19.711052777778;53.742213888889;2013-08-04;2013
"Large Redeye";"Erythromma najas";1;19.711772222222;53.742094444444;2013-08-04;2013
"Black-tailed Skimmer";"Orthetrum cancellatum";1;19.711961111111;53.74215;2013-08-04;2013
"Peacock";"Aglais io";1;19.712011111111;53.742227777778;2013-08-04;2013
"Common Toadflax";"Linaria vulgaris";1;19.706713888889;53.737038888889;2013-08-04;2013
"Common Frog";"Rana temporaria";1;19.721041666667;53.738127777778;2013-08-04;2013
"Common Darter";"Sympetrum striolatum";1;22.283794444444;53.966566666667;2013-08-02;2013
"Ruddy Darter";"Sympetrum sanguineum";1;22.284077777778;53.965836111111;2013-08-02;2013
"Field Horsetail";"Equisetum arvense";1;22.219738888889;53.935616666667;2013-08-02;2013
"Corn Chamomile";"Anthemis arvensis";1;22.219319444444;53.935316666667;2013-08-02;2013
"Yellow Chamomile";"Anthemis tinctoria";1;22.219438888889;53.935477777778;2013-08-02;2013
"Amphibious Bistort";"Persicaria amphibia";1;22.218936111111;53.934422222222;2013-08-02;2013
"Common Bluet";"Enallagma cyathigerum";1;22.284263888889;53.965841666667;2013-08-02;2013
"Pool Frog";"Pelophylax lessonae";30;22.28399444;53.966075;2013-08-02;2013
"Bog-rosemary";"Andromeda polifolia";1;22.25;53.95;2013-08-02;2013
"Marsh Cinquefoil";"Comarum palustre";1;22.284188888889;53.965869444444;2013-08-02;2013
"Rannoch-rush";"Scheuchzeria palustris";1;22.25;53.95;2013-08-02;2013
"Round-leaved Sundew";"Drosera rotundifolia";1;22.283686111111;53.966127777778;2013-08-02;2013
"Labrador-tea";"Rhododendron tomentosum";1;22.283991666667;53.966086111111;2013-08-02;2013
"Goat Moth";"Cossus cossus";1;22.305252777778;53.997505555556;2013-08-02;2013
"Common Crane";"Grus grus";2;22.30526944;53.99766944;2013-08-02;2013
"Cornflower";"Centaurea cyanus";1;22.305330555556;53.997666666667;2013-08-02;2013
"Pepper Saxifrage";"Silaum silaus";1;22.30650556;53.99990278;2013-08-02;2013
"Common Reed";"Phragmites australis";1;22.306141666667;54.000052777778;2013-08-02;2013
"Hare's-foot Clover";"Trifolium arvense";1;22.285152777778;53.987261111111;2013-08-02;2013
"Beautiful Demoiselle";"Calopteryx virgo";1;22.272141666667;53.970644444444;2013-08-02;2013
"Common Toad";"Bufo bufo";1;22.256119444444;53.960802777778;2013-08-02;2013
"Purple Mexican Aster";"Cosmos bipinnatus";1;22.25095;53.957425;2013-08-02;2013
"Arrowhead";"Sagittaria sagittifolia";1;22.236836111111;53.936827777778;2013-08-02;2013
"Amphibious Bistort";"Persicaria amphibia";1;22.223013888889;53.928805555556;2013-08-02;2013
"Ruddy Darter";"Sympetrum sanguineum";1;22.221305555556;53.925116666667;2013-08-01;2013
"Small Redeye";"Erythromma viridulum";1;22.221127777778;53.925144444444;2013-08-01;2013
"Wasp Spider";"Argiope bruennichi";1;22.221377777778;53.925241666667;2013-08-01;2013
"Common Bluet";"Enallagma cyathigerum";1;22.221227777778;53.925297222222;2013-08-01;2013
"Common Spreadwing";"Lestes sponsa";1;22.221094444444;53.925444444444;2013-08-01;2013
"Juniper";"Juniperus communis";1;22.251458333333;53.950563888889;2013-08-01;2013
"White Stork";"Ciconia ciconia";1;22.241619444444;53.94695;2013-08-01;2013
"Beautiful Demoiselle";"Calopteryx virgo";1;22.263569444444;53.955313888889;2013-08-01;2013
"Arrowhead";"Sagittaria sagittifolia";1;22.263519444444;53.955611111111;2013-08-01;2013
"Ivy-leaved Duckweed";"Lemna trisulca";1;22.26345;53.955555555556;2013-08-01;2013
"Ruddy Darter";"Sympetrum sanguineum";1;22.263408333333;53.955736111111;2013-08-01;2013
"Arrowhead";"Sagittaria sagittifolia";1;22.263033333333;53.955838888889;2013-08-01;2013
"White Stork";"Ciconia ciconia";1;22.283716666667;53.936686111111;2013-08-01;2013
"Common Bluet";"Enallagma cyathigerum";1;22.272866666667;53.941588888889;2013-08-01;2013
"Ruddy Darter";"Sympetrum sanguineum";1;22.272997222222;53.941552777778;2013-08-01;2013
"Common Bluet";"Enallagma cyathigerum";1;22.272666666667;53.941744444444;2013-08-01;2013
"Beautiful Demoiselle";"Calopteryx virgo";1;22.263102777778;53.955708333333;2013-08-01;2013
"Ruddy Darter";"Sympetrum sanguineum";1;22.263813888889;53.956275;2013-08-01;2013
"Beautiful Demoiselle";"Calopteryx virgo";1;22.263538888889;53.955894444444;2013-08-01;2013
"White Stork";"Ciconia ciconia";1;22.242230555556;53.932491666667;2013-08-01;2013
"Moustached Darter";"Sympetrum vulgatum";1;22.241547222222;53.931672222222;2013-08-01;2013
"Chicory";"Cichorium intybus";1;22.239033333333;53.931536111111;2013-08-01;2013
"Common Reed";"Phragmites australis";1;22.250377777778;53.992141666667;2013-07-31;2013
"Scarce Chaser";"Libellula fulva";1;22.263225;53.941547222222;2013-07-31;2013
"Common Bluet";"Enallagma cyathigerum";1;22.263708333333;53.941511111111;2013-07-31;2013
"Banded Demoiselle";"Calopteryx splendens";1;22.260527777778;53.9551;2013-07-31;2013
"Beautiful Demoiselle";"Calopteryx virgo";1;22.269575;53.961288888889;2013-07-31;2013
"Banded Demoiselle";"Calopteryx splendens";1;22.271277777778;53.966994444444;2013-07-31;2013
"Banded Demoiselle";"Calopteryx splendens";1;22.261144444444;53.988188888889;2013-07-31;2013
"Purple Loosestrife";"Lythrum salicaria";1;22.261144444444;53.988188888889;2013-07-31;2013
"Cowbane";"Cicuta virosa";1;22.261144444444;53.988188888889;2013-07-31;2013
"Arrowhead";"Sagittaria sagittifolia";1;22.250619444444;53.992211111111;2013-07-31;2013
"Cowbane";"Cicuta virosa";1;22.250619444444;53.992211111111;2013-07-31;2013
"Yellowhammer";"Emberiza citrinella";1;18.932588577778;49.978328705556;2013-07-30;2013
"Ruddy Darter";"Sympetrum sanguineum";1;22.1463;54.065458333333;2013-07-30;2013
"Azure Bluet";"Coenagrion puella";1;22.146516666667;54.065525;2013-07-30;2013
"Great Pond Snail";"Lymnaea stagnalis";1;22.146455555556;54.065516666667;2013-07-30;2013
"Blue Featherleg";"Platycnemis pennipes";1;22.146283333333;54.065416666667;2013-07-30;2013
"Bogbean";"Menyanthes trifoliata";1;22.146336111111;54.065427777778;2013-07-30;2013
"Cabbage Thistle";"Cirsium oleraceum";1;22.148680555556;54.068133333333;2013-07-30;2013
"Ruddy Darter";"Sympetrum sanguineum";1;22.127477777778;54.082108333333;2013-07-30;2013
"White Wagtail";"Motacilla alba";1;22.21775;53.918566666667;2013-07-29;2013
"Hare's-foot Clover";"Trifolium arvense";1;22.227172222222;53.920386111111;2013-07-29;2013
"Black-tailed Skimmer";"Orthetrum cancellatum";1;22.224636111111;53.920886111111;2013-07-29;2013
"Ruddy Darter";"Sympetrum sanguineum";1;22.228161111111;53.920302777778;2013-07-29;2013
"Blue Featherleg";"Platycnemis pennipes";1;22.228491666667;53.920369444444;2013-07-29;2013
"Tall Fleabane";"Erigeron annuus";1;22.228533333333;53.920297222222;2013-07-29;2013
"Blue Featherleg";"Platycnemis pennipes";1;22.228491666667;53.920344444444;2013-07-29;2013
"White Stork";"Ciconia ciconia";1;22.227986111111;53.920369444444;2013-07-29;2013
"Eurasian Jay";"Garrulus glandarius";1;22.226191666667;53.920411111111;2013-07-29;2013
"Rosebay Willowherb";"Chamaenerion angustifolium";1;22.221555555556;53.923502777778;2013-07-29;2013
"Black-tailed Skimmer";"Orthetrum cancellatum";1;22.220686111111;53.926152777778;2013-07-29;2013
"Ruddy Darter";"Sympetrum sanguineum";1;22.220430555556;53.926452777778;2013-07-29;2013
"White Stork";"Ciconia ciconia";1;22.2188;53.920011111111;2013-07-29;2013
"White Stork";"Ciconia ciconia";1;22.218475;53.920186111111;2013-07-29;2013
"Common Reed";"Phragmites australis";1;22.228755555556;53.919411111111;2013-07-28;2013
"Black-tailed Skimmer";"Orthetrum cancellatum";1;22.226961111111;53.919772222222;2013-07-28;2013
"Black-tailed Skimmer";"Orthetrum cancellatum";1;22.2269;53.919722222222;2013-07-28;2013
"Lister's River Snail";"Viviparus contectus";1;22.227241666667;53.919677777778;2013-07-28;2013
"Blue Featherleg";"Platycnemis pennipes";1;22.22715;53.919652777778;2013-07-28;2013
"Eurasian Beaver";"Castor fiber";1;22.2;53.9;2013-07-28;2013
"Black-tailed Skimmer";"Orthetrum cancellatum";1;22.227291666667;53.91955;2013-07-28;2013
"Black-tailed Skimmer";"Orthetrum cancellatum";1;22.227305555556;53.919558333333;2013-07-28;2013
"Blue Featherleg";"Platycnemis pennipes";1;22.227416666667;53.919716666667;2013-07-28;2013
"Black-tailed Skimmer";"Orthetrum cancellatum";1;22.227330555556;53.919669444444;2013-07-28;2013
"Hooded Crow";"Corvus cornix";1;21.032312394444;52.216953277778;2013-07-26;2013
"Eurasian Red Squirrel";"Sciurus vulgaris";5;21.03198051;52.21651137;2013-07-26;2013
"Cowslip";"Primula veris";1;23.72;52.7;2011-05-08;2011
"Map Butterfly";"Araschnia levana";1;23.720572487851;52.703017570571;2011-05-08;2011
"Hooded Crow";"Corvus cornix";1;20.93647494;52.30403537;2017-01-31;2017
"Fieldfare";"Turdus pilaris";1;21.0118879;52.25480143;2017-01-31;2017
"Eurasian Beaver";"Castor fiber";1;22.2;49.3;2016-06-24;2016
"Brown Bear";"Ursus arctos";1;22.22;49.32;2016-06-25;2016
"Brown Bear";"Ursus arctos";1;22.22;49.32;2016-06-27;2016
"Grey Partridge";"Perdix perdix";1;22.76689053;52.76121672;2017-01-07;2017
"Red Fox";"Vulpes vulpes";1;23.65;52.7;2017-01-07;2017
"Sedge Warbler";"Acrocephalus schoenobaenus";1;22.584658576775;53.4790309924;2006-05-27;2006
"Western Yellow Wagtail";"Motacilla flava";1;22.584658576775;53.4790309924;2006-05-27;2006
"White-winged Tern";"Chlidonias leucopterus";450;22.584658576775;53.4790309924;2006-05-27;2006
"Black-headed Gull";"Chroicocephalus ridibundus";1;22.584658576775;53.4790309924;2006-05-27;2006
"Mute Swan";"Cygnus olor";1;22.584658576775;53.4790309924;2006-05-27;2006
"European Goldfinch";"Carduelis carduelis";1;23.720572487851;52.703017570571;2006-05-27;2006
"Common Chaffinch";"Fringilla coelebs";1;23.720572487851;52.703017570571;2006-05-27;2006
"Red-backed Shrike";"Lanius collurio";1;23.720572487851;52.703017570571;2006-05-27;2006
"Eurasian Nuthatch";"Sitta europaea";1;23.720572487851;52.703017570571;2006-05-27;2006
